Dénomination,Regroupement,Type,Libellé,Adresse,Code Postal,Ville,Pays,Longitude,Latitude,Rayon(m)
INTERMARCHE,,Client / Chantier,Client,D908,61600,MAGNY-LE-DÉSERTFRANCE(À 0.05 KM),FRA,-0.3313,48.5856,220
INTERMARCHE,,Client / Chantier,Client,RUE ARISTIDE BRIAND,27130,VERNEUIL-SUR-AVRE,FRA,0.9348,48.7376,220
Intermarché,,Client / Chantier,Client,11 Clos Gambon,27700,Les Andelys,FRA,1.4386,49.2489,220
Intermarché,,Client / Chantier,Client,1832 Rue Camille Saint-Saëns,27610,Romilly-sur-Andelle,FRA,1.2682,49.3346,220
Intermarché Base de Gaillon,,Client / Chantier,Client,RUE DE LA CÉRAMIQUE,27940,AUBEVOYE,FRA,1.35313,49.17047,-1
INTERMARCHE OCTEVILLE,,Client / Chantier,Client,RUE DES FOURCHES,50100,OCTEVILLE,FRA,-1.6441,49.643,220
Intermarché st pierre des fleurs,,Client / Chantier,Client,,27370,Saint-Pierre-des-Fleurs,FRA,0.96213,49.24874,-1
INTERMARCHE VAL D OISON,,Client / Chantier,Client,34 Chemin des Forrières,27370,Saint-Pierre-des-Fleurs,FRA,0.962,49.2492,220
International Paper,,Bureau / Dépôt,Bureau,Avenue de la Divette,14390,Cabourg,FRA,-0.1372,49.278,220
INTERPACK,,Client / Chantier,Client,"496, RUE DE LA LIBÉRATION",14100,SAINT-DÉSIR,FRA,0.1668,49.1388,220
Interpipe,,Bureau / Dépôt,Bureau,Chemin de Halage,14860,Ranville,FRA,-0.268,49.248,220
INTERSECTION,,Client / Chantier,Client,RUE DE BELLEVUE,14650,CARPIQUET,FRA,-0.4255,49.1902,220
INTERVET PRODUCTION,,Client / Chantier,Client,RUE DE LYONS,27460,IGOVILLE,FRA,1.152,49.3189,220
IPC - IMPRIMERIE PRESSE,,Client / Chantier,Client,57 RUE DE LA LIBERTE,14730,GIBERVILLE,FRA,-0.2919,49.1891,220
IPELEC,,Client / Chantier,Client,60 RUE DU NOYER DES BOUTTIERES,76800,SAINT ETIENNE DU ROUVRAY,FRA,0.0,0.0,220
IPELEC ST ETIENNE,,Client / Chantier,Client,,76800,Saint-Étienne-du-Rouvray,FRA,1.09225,49.3714,-1
IPN - IMPRIMERIE,,Client / Chantier,Client,RUE PASTEUR,27120,PACY SUR EURE,FRA,1.3737,49.0181,220
IPODEC,,Client / Chantier,Client,QUAI DU RHIN,76600,LE HAVRE,FRA,0.1791,49.4934,220
IPODEC,,Client / Chantier,Client,"94, QUAI DU RHIN",76600,LE HAVRE,FRA,0.17565,49.49266,-1
IPODEC NIE,,Client / Chantier,Client,RUE DES BASSES ROUSSES,76430,SAINT VIGOR D YMONVILLE,FRA,0.3234,49.4787,220
IPODEC NORMANDIE,,Client / Chantier,Client,5 ALLEE DES CHENES,27400,HEUDEBOUVILLE,FRA,0.0,0.0,220
Ipodec quai du rhin,,Client / Chantier,Client,3117 Quai du Rhin,76600,Le Havre,FRA,0.1752,49.4922,100
IPODEC VEOLIA,,Client / Chantier,Client,AVENUE DU PRÉSIDENT KENNEDY,76330,NOTRE-DAME-DE-GRAVENCHON,FRA,0.54816,49.48742,-1
IPSANTE,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
IPSANTE,,Client / Chantier,Client,RUE LAPLACE,14130,PONT-L'EVEQUE,FRA,0.2013,49.2842,220
IPSANTE,,Client / Chantier,Client,RUE DE VILLONS-LES-BUISSONS,14280,SAINT-CONTESTFRANCE,FRA,-0.4012,49.2005,220
ISAAC Didier,,Domicile,Domicile,IMPASSE MAURICE UTRILLO,76290,MONTIVILLIERS,FRA,0.1712,49.5484,220
ISAAC DIDIER,,Domicile,Domicile,GIRATOIRE JACQUELINE AURIOL,76290,MONTIVILLIERS,FRA,0.16804,49.54802,-1
ISIPHARM,,Client / Chantier,Client,RUE DE LA VATINE,76130,MONT SAINT AIGNAN,FRA,1.0978,49.4717,220
ISNEAUFROID,,Client / Chantier,Client,ROUTE DE DIEPPE,76230,QUINCAMPOIX,FRA,1.141,49.5205,220
ISOLAND CONCEPT,,Client / Chantier,Client,11 RUE DE L AQUEDUC,27930,LE VIEIL EVREUX,FRA,0.0,0.0,220
ISOMECA,,Client / Chantier,Client,ZI DE LA POUDRERIE,76350,OISSEL,FRA,0.0,0.0,220
ISOPAR -SFIC SOTTEVILLE LES ROUEN,,Client / Chantier,Client,6 Rue Claude Chappe,76300,Sotteville-lès-Rouen,FRA,1.11173,49.41167,-1
ISOROL,,Client / Chantier,Client,HAMEAU DU PERCOT,76280,CRIQUETOT L ESNEVAL,FRA,0.0,0.0,220
ISP,,Client / Chantier,Client,,76530,Grand-Couronne,FRA,0.98375,49.34358,0
ISRI,,Client / Chantier,Client,PARC RENAULT TRUCKS,14550,BLAINVILLE SUR ORNE,FRA,0.0,0.0,220
ISS LOGISTIQUE ET PRODUCT,,Client / Chantier,Client,CHEMIN DEPART 173,76170,LILLEBONNE,FRA,0.535,49.496,220
ITM LI,,Client / Chantier,Client,LA BRINDOSSIERE,61600,MAGNY LE DESERT,FRA,0.0,0.0,220
ITP,,Client / Chantier,Client,CHEMIN DES LOGES,14100,BEUVILLERS,FRA,0.2552,49.1275,220
ITT FLYGT,,Client / Chantier,Client,ROUTE D INGREMARE,27400,HEUDEBOUVILLE,FRA,0.0,0.0,220
IVRY INTERCONNECT SERVICE,,Client / Chantier,Client,RUE AUBE,27540,IVRY LA BATAILLE,FRA,1.4621,48.8875,220
IVT,,Client / Chantier,Client,RUE ARISTIDE BRIAND,76580,LE TRAIT,FRA,0.8084,49.4801,220
JAB,,Client / Chantier,Client,RUE SAINT MICHEL,50170,PONTORSON,FRA,-1.5095,48.5545,220
JACOBS Hervé,,Domicile,Domicile,RUE DE BEAU REGARD,27430,SAINT-ETIENNE DU VAUVRAY,FRA,0.0,0.0,220
JAMES INTERNATIONAL,,Client / Chantier,Client,RUE LOISEL,27550,NASSANDRES,FRA,0.7347,49.1369,220
JANSSEN CILAG,,Client / Chantier,Client,D6015,27100,VAL-DE-REUILFRANCE(Ã 0.114 KM),FRA,1.1845,49.2532,220
JARDI CAEN,,Client / Chantier,Client,ROUTE DE CAEN,14610,EPRON,FRA,-0.3672,49.2198,220
JARDI CHERBOURG,,Client / Chantier,Client,ZONE COMMERCIALE DES MARETTES,50470,LA GLACERIE,FRA,-1.5974,49.6043,220
JARDI EVREUX JARDILAND,,Client / Chantier,Client,R N  13,27930,LE VIEIL EVREUX,FRA,1.1938,49.0144,220
Jardiland Franqueville st pierre,,Client / Chantier,Client,,76520,Franqueville-Saint-Pierre,FRA,1.16359,49.4023,-1
Jardiland mesnil esnard,,Client / Chantier,Client,,76520,Franqueville-Saint-Pierre,FRA,1.1641,49.40254,-1
JARDINERIE BELLE ETOILE,,Client / Chantier,Client,ROUTE D OCTEVILLE,76290,MONTIVILLIERS,FRA,0.1628,49.5482,220
JARDINERIE DE LA FOURCHE,,Client / Chantier,Client,R N  15,76190,SAINTE MARIE DES CHAMPS,FRA,0.0,0.0,220
JARDINERIE DE L AIGLE,,Client / Chantier,Client,ROUTE DE PARIS,61300,SAINT SULPICE SUR RISLE,FRA,0.0,0.0,220
JARDINERIE DE PETIT QUEVILLY,,Client / Chantier,Client,RUE DU GÉNÉRAL SARRAIL,76140,LE PETIT-QUEVILLY,FRA,1.06509,49.43355,-1
JARDINERIE DESJARDINS,,Client / Chantier,Client,INTER RN15/CD 40,76210,TROUVILLE ALLIQUERVILLE,FRA,0.0,0.0,220
JARDINERIE DESJARDINS,,Client / Chantier,Client,CHEMIN DE LA VALLEE,76290,MONTIVILLIERS,FRA,0.1849,49.5361,220
JARDINERIE FAVENNEC,,Client / Chantier,Client,RUE JACQUES MONOD,27000,EVREUX,FRA,1.1812,49.022,220
JARDINERIE LECROQ,,Client / Chantier,Client,R N  15,76430,EPRETOT,FRA,0.0,0.0,220
JARDINERIE LEGRUEL,,Client / Chantier,Client,RN 13,50470,TOLLEVAST,FRA,-1.5836,49.5772,220
JARDINERIE PT QUEVILLY,,Client / Chantier,Client,70B Rue de la Motte,76140,Le Petit-Quevilly,FRA,1.06601,49.43334,-1
JARDINERIE RAMETTE,,Client / Chantier,Client,VILLA VERDE,14100,GLOS,FRA,0.0,0.0,220
JARDINOR,,Client / Chantier,Client,D13,50160,GIÉVILLE,FRA,0.0,0.0,220
JARDINS DE CREANCES,,Client / Chantier,Client,ZONE PACO,50710,CREANCES,FRA,0.0,0.0,220
JARDINS DE CREANCES TIREL,,Client / Chantier,Client,LA LUCERIE,50430,BRETTEVILLE SUR AY,FRA,0.0,0.0,220
JAUNET,,Client / Chantier,Client,Z A  ROUTE DU COUDRAY,27930,GUICHAINVILLE,FRA,0.0,0.0,220
JBF,,Client / Chantier,Client,ZI DE LA VENTE CARTIER,27380,CHARLEVAL,FRA,1.3723,49.3751,220
JC DECAUX,,Client / Chantier,Client,RUE MARCONI,76150,MAROMME,FRA,1.0211,49.4865,220
J DE BOUCLON,,Client / Chantier,Client,LA BLANCHE PORTE,27300,BOISSY LAMBERVILLE,FRA,0.0,0.0,220
JEANNE Aurélien,,Domicile,Domicile,1 Rue de Bruxelles,14610,Cairon,FRA,-0.4484,49.2348,220
JELETRANS,,Client / Chantier,Client,AVENUE DU 16 EME PORT,76600,LE HAVRE,FRA,0.1833,49.4876,220
JENNIVER,,Client / Chantier,Client,11 ROUTE DE GAMACHES,76260,LONGROY,FRA,1.5467,49.9845,220
JERSOY,,Client / Chantier,Client,,76450,OURVILLE EN CAUX,FRA,0.598,49.7329,220
JEULIN,,Client / Chantier,Client,RUE JACQUES MONOD,27000,EVREUX,FRA,1.183,49.0241,220
JIPE DEPANNAGE,,Client / Chantier,Client,ZA LE MESNIL,14111,LOUVIGNY,FRA,0.0,0.0,220
JM BOILEAU,,Client / Chantier,Client,CHEMIN DE BÉTHENCOURT,80880,ST-QUENTIN-LA-MOTTE-CRX-AU-BAILLY,FRA,1.46529,50.06587,-1
JOHN CRANE FRANCE,,Client / Chantier,Client,100 RUE JULES FERRY,76250,DEVILLE LES ROUEN,FRA,1.042,49.4681,220
JOHNSON CONTROLE,,Client / Chantier,Client,,,,FRA,1.03768,49.42011,-1
JOHNSON CONTROLS AUTO BATTERIE,,Client / Chantier,Client,31 RUE DE L INDUSTRIE,76120,LE GRAND QUEVILLY,FRA,1.0377,49.4201,220
JOLIE TABLE,,Client / Chantier,Client,10 ROUTE DE VAUX SUR AURE,14400,BAYEUX,FRA,-0.7037,49.2858,220
JOLY PLASTICS,,Client / Chantier,Client,ROUTE DE L HABIT,27530,EZY SUR EURE,FRA,1.4003,48.8636,220
JOURDAIN HERVE,,Client / Chantier,Client,LE VILLAGE,76210,RAFFETOT,FRA,0.0,0.0,220
JP LECOMTE,,Fournisseur,Fournisseur,RUE DE SEINE,76100,ROUEN,FRA,1.08945,49.43167,-1
J-P-LECOMTE ROUEN,,Fournisseur,Fournisseur,19 Rue de Seine,76100,Rouen,FRA,1.09069,49.43229,-1
JPV BATIMENT,,Client / Chantier,Client,RUE JACQUES MONOD,27000,EVREUX,FRA,1.1812,49.022,220
JR SOUS-TRAITANCE,,Client / Chantier,Client,3 IMPASSE DES POMMIERS,14390,VARAVILLE,FRA,-0.1559,49.2533,220
Julien MANNEVILLE GARAGE,,Fournisseur,Fournisseur,1457 RUE VILLAINE,76850,BOSC-LE-HARD,FRA,1.17401,49.63364,0
JULIEN PATRICK,,Client / Chantier,Client,,14240,CAHAGNES,FRA,-0.7613,49.0665,220
JULIOBONNA,,Client / Chantier,Client,PLACE PIERRE DE COUBERTIN,76170,LILLEBONNE,FRA,0.5318,49.5181,220
JUPILLE,,Client / Chantier,Client,BASE CONCHYLICOLE,14450,GRANDCAMP MAISY,FRA,0.0,0.0,220
KALLY TRANS,,Client / Chantier,Client,273 RUE DE LA REPUBLIQUE,76890,CALLEVILLE LES DEUX EGLIS,FRA,0.0,0.0,220
KAPA,,Client / Chantier,Client,D508,27460,ALIZAYFRANCE(À 0.1 KM),FRA,0.0,0.0,220
KAPP GRAPHIC,,Client / Chantier,Client,"1, RUE DE L'INDUSTRIE",27000,ÉVREUX,FRA,1.1798,49.0193,220
KARTING INDOOR,,Client / Chantier,Client,133 COURS CAFARELLI,14120,MONDEVILLE,FRA,0.0,0.0,220
KDI,,Client / Chantier,Client,RUE DE COCHEREL,27000,EVREUX,FRA,1.1789,49.0217,220
KDI,,Client / Chantier,Client,15 QUAI DE FRANCE,76000,ROUEN,FRA,1.0639,49.4396,220
KDI,,Client / Chantier,Client,15 Quai de France,76100,Rouen,FRA,1.06333,49.43799,0
KEMNET,,Client / Chantier,Client,629 ROUTE DU FOND HALLOT,76190,VALLIQUERVILLE,FRA,0.7356,49.6177,220
KFC MC DO,,Autre,Autre,49 Avenue du Général Leclerc,76120,Le Grand-Quevilly,FRA,1.04623,49.41459,-1
KINDARENA ROUEN,,Client / Chantier,Client,24 Rue Nétien,76000,Rouen,FRA,1.06308,49.44794,-1
KING JOUET,,Client / Chantier,Client,ZA LA GARENNE DE MELLEVILLE,27930,GUICHAINVILLE,FRA,0.0,0.0,220
Kitmetal,,Client / Chantier,Client,RUE DE GAILLONCEL,27600,GAILLON,FRA,1.3383,49.15702,-1
kit métal,,Client / Chantier,Client,Résidence Grand-Gaillon Normandie,27600,Gaillon,FRA,1.3384,49.15712,0
KJS HAG-COFFEX,,Client / Chantier,Client,30 RUE DE L AVIATEUR GUERIN,76600,LE HAVRE,FRA,0.1289,49.4871,220
KLUK,,Client / Chantier,Client,15 RUE DE LA MARE LOMBAIE,27016,EVREUX,FRA,0.0,0.0,220
KNAUF INDUSTRIES NORD,,Client / Chantier,Client,ROUTE DE BARENTIN,76480,DUCLAIR,FRA,0.8206,49.4575,220
KNAUF PACK NORD,,Client / Chantier,Client,USINE DE CONCHES,27190,LE FRESNE,FRA,0.0,0.0,220
KNORR BREMSE,,Client / Chantier,Client,RUE EDOUARD BRANLY,14100,HERMIVAL LES VAUX,FRA,0.2825,49.1468,220
KNORR-BREMSE,,Client / Chantier,Client,RN 13  LA BRIQUETERIE,14104,LISIEUX,FRA,0.0,0.0,220
KODAK POLYCHROME,,Client / Chantier,Client,RUE DE LA DIVISION LECLERC,50300,AVRANCHES,FRA,-1.3502,48.681,220
KONECRANES LIFTING,,Client / Chantier,Client,5 RUE URSIN SCHEID,76140,LE PETIT QUEVILLY,FRA,1.0661,49.4228,220
KOYO,,Client / Chantier,Client,ZI DE LA MAINE,76150,MAROMME,FRA,1.0197,49.4845,220
KP1,,Client / Chantier,Client,Saint-Étienne-du-Rouvray,76800,Saint-Étienne-du-Rouvray,FRA,1.10716,49.37963,0
L2M,,Client / Chantier,Client,3  ROUTE DE PARIS,14630,CAGNY,FRA,-0.2618,49.1504,220
LABAT MERLE BOBINE,,Client / Chantier,Client,ROUTE DE SAINT HILAIRE,50140,MORTAIN,FRA,-0.9381,48.6414,220
LABEL CAVE,,Client / Chantier,Client,1480 ROUTE DE COUTANCES,50180,AGNEAUX,FRA,-1.1284,49.112,220
La Belle du Nordet,,Bureau / Dépôt,Bureau,Rue Le Grand Large,14960,Asnelles,FRA,-0.5712,49.3405,220
LABORATOIRE GLAXOSMITHKLINE,,Client / Chantier,Client,RUE ARIANNE,27930,LE VIEIL-EVREUX,FRA,1.1794,49.013,220
LABORATOIRE GLAXOSMITHKLINE,,Client / Chantier,Client,ZI N 2 - 23 RUE LAVOISIER,27091,EVREUX   9,FRA,0.0,0.0,220
LABORATOIRE JOHNSON,,Client / Chantier,Client,CHAUSSEE DU VEXIN,27100,LE VAUDREUIL,FRA,1.194,49.2531,220
Laboratoire LABEO,,Client / Chantier,Client,BOULEVARD MARÉCHAL JUIN,14280,SAINT-CONTEST,FRA,-0.396,49.202,220
LABORATOIRES STANDA,,Client / Chantier,Client,160 RUE ROBERT KASKOREFF,14000,CAEN,FRA,-0.4026,49.1825,220
LA BOUTIQUE DE L ABBAYE,,Client / Chantier,Client,ABBAYE DE SAINT WANDRILLE,76490,SAINT WANDRILLE RANCON,FRA,0.0,0.0,220
LABRUCHE,,Client / Chantier,Client,BOULEVARD MARECHAL DE LATTRE DE TASSIGNY,76170,LILLEBONNE,FRA,0.5319,49.5125,220
LACAILLE Jean-Jacques,,Domicile,Domicile,3 CITE DES QUARANTE MAISONS,76770,MALAUNAY,FRA,1.0415,49.5302,220
LA CENTRALE DE DESTOCKAGE,,Client / Chantier,Client,RUE GAY LUSSAC,27000,EVREUX,FRA,1.1851,49.0271,220
LA CHEMINEE,,Client / Chantier,Client,15 RUE EDOUARD HERRIOT,76600,LE HAVRE,FRA,0.1091,49.4954,220
LA CLOCHE D ARGENT,,Client / Chantier,Client,565 RUE HERBEUSE,76230,BOIS GUILLAUME,FRA,1.1262,49.4665,220
LACMIL,,Client / Chantier,Client,60 QUAI RAVERAT,76070,LE HAVRE,FRA,0.0,0.0,220
LACROIX MEDICALE,,Client / Chantier,Client,BOULEVARD DE NORMANDIE,76360,BARENTIN,FRA,0.9727,49.5344,220
LACROIX SIGNALISATION,,Client / Chantier,Client,700 ROUTE DES ENTREPRISES,76430,OUDALLE,FRA,0.0,0.0,220
LACTALIS LOGISTIQUE,,Client / Chantier,Client,,14400,SAINT MARTIN DES ENTREES,FRA,-0.6773,49.2682,220
L ADAPT EURE ESAT,,Client / Chantier,Client,ZAC DE LA CROIX PRUNELLE,27220,SAINT ANDRE DE L EURE,FRA,0.0,0.0,220
LADAPT LES ATELIERS,,Client / Chantier,Client,RUE D ANJOU,76240,LE MESNIL ESNARD,FRA,1.1508,49.4131,220
LAFARGE CIMENTS,,Client / Chantier,Client,Z I  DU HAVRE,76065,LE HAVRE,FRA,0.3163,49.4669,220
LAFORGE Laurent,,Domicile,Domicile,5 le hameau Bertheaume,50160,SAINT AMAND,FRA,-0.9633,49.0498,220
LAFOSSE,,Client / Chantier,Client,Z I  DETOURBE,50890,CONDE SUR VIRE,FRA,0.0,0.0,220
LA FRANCAISE DES COULEURS,,Client / Chantier,Client,2 RUE DES HAUTS CHAMPS,76170,LILLEBONNE,FRA,0.5363,49.5263,220
LAFUSTE,,Client / Chantier,Client,PORTE DE BRETEUIL,27130,VERNEUIL-SUR-AVRE,FRA,0.9253,48.7423,220
LA GARENNE,,Client / Chantier,Client,FERME DE LA GARENNE,76430,SAINNEVILLE SUR SEINE,FRA,0.0,0.0,220
LAGUERRE,,Client / Chantier,Client,D562,14110,CONDE-SUR-NOIREAUFRANCE(À 0.042 KM),FRA,-0.5398,48.8571,220
LAGUERRE,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
LAHO EQUIPEMENT,,Client / Chantier,Client,RUE JEAN MONNET,27000,EVREUX,FRA,1.1834,49.0307,220
LAINE MATERIAUX,,Client / Chantier,Client,15 RUE DE NAVARRE,14123,CORMELLES LE ROYAL,FRA,-0.3395,49.15,220
LAINE MATERIAUX SAS,,Client / Chantier,Client,LA GARENNE,50220,DUCEY,FRA,-1.2795,48.6184,220
LA LEZARDE,,Client / Chantier,Client,CHEMIN DES VALLEES,76700,HARFLEUR,FRA,0.1911,49.5171,220
LA LINIERE ST MARTIN,,Client / Chantier,Client,113 Rue du puits,27300,SAINT-MARTIN-DU-TILLEUL,FRA,0.5288,49.1106,220
LA LINIERE ST MARTIN,,Client / Chantier,Client,113 Rue du puits,27300,SAINT-MARTIN-DU-TILLEUL,FRA,0.0,0.0,220
La Maison Verte,,Client / Chantier,Client,D976,61700,LA HAUTE-CHAPELLE,FRA,-0.6626,48.5884,220
LA MARCHANDE,,Client / Chantier,Client,21 RUE DU HAUT PAS,76200,DIEPPE,FRA,1.078,49.9274,220
LA MARCHANDE,,Client / Chantier,Client,26 GRANDE RUE,76200,DIEPPE,FRA,1.0785,49.9271,220
LAMBDA COUTANT,,Client / Chantier,Client,RUE DES NOVALES,76410,SAINT AUBIN LES ELBEUF,FRA,1.0369,49.3041,220
LAMBERT PIERRE,,Client / Chantier,Client,LA GLORIETTE,27002,EVREUX,FRA,0.0,0.0,220
LAMIDEL,,Client / Chantier,Client,RUE DE LA CRÊTE AU COQ,14150,OUISTREHAM,FRA,-0.2674,49.2564,220
LAMIDEL CHRISTIAN,,Client / Chantier,Client,4 RUE DU TOUR DE VILLE,14970,BENOUVILLE,FRA,0.0,0.0,220
LA MONTFARVILLAISE,,Client / Chantier,Client,LE MONT BEL,50760,MONTFARVILLE,FRA,-1.2499,49.6563,220
LAMPE BERGER,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.10594,49.2971,-1
LAMPE BERGER,,Client / Chantier,Client,,27340,Criquebeuf-sur-Seine,FRA,1.10426,49.29698,0
Lampes Berger,,Client / Chantier,Client,1334 Rue d'Elbeuf,27520,Bourgtheroulde-Infreville,FRA,0.89171,49.29727,-1
LANDRI,,Client / Chantier,Client,RUE SAINT BERTHEVIN,50600,PARIGNY,FRA,-1.0862,48.5913,220
LANDRIN FABRICE,,Client / Chantier,Client,207  GRANDE RUE,76110,HOUQUETOT,FRA,0.0,0.0,220
LAND ROVER CONCESSIONNAIRE ROUEN (DIVERS_2),,Autre,Autre,20 Rue de Lillebonne,76000,Rouen,FRA,1.06553,49.44734,-1
LANFRAY Mickaël,,Domicile,Domicile,RUE DES PINSONS,76690,CLÈRES,FRA,1.1118,49.6024,220
LANFRY,,Client / Chantier,Client,22 ROUTE DE DIEPPE,76250,DEVILLE LES ROUEN,FRA,1.0555,49.4588,220
LANGELEC,,Client / Chantier,Client,ROUTE DE REVIERS,14470,COURSEULLES SUR MER,FRA,-0.4584,49.3171,220
LANGLOIS SOBRETE,,Client / Chantier,Client,RUE DE LA RESISTANCE,14400,BAYEUX,FRA,-0.6914,49.2671,220
LA NORMANDISE,,Client / Chantier,Client,RUE DE L ALLIERE,14500,VIRE,FRA,-0.8638,48.8582,220
Lanxess,,Client / Chantier,Client,D173,76170,LILLEBONNE,FRA,0.53562,49.48802,-1
LANXESS ELASTOMERES,,Client / Chantier,Client,USINE DU PORT JEROME,76170,LILLEBONNE,FRA,0.0,0.0,220
LA PASSERELLE VERTE,,Client / Chantier,Client,RUE DE ROCQUANCOURT,14123,IFS,FRA,-0.3419,49.1453,220
LAPERRE ROUEN (DIVERS_2),,Autre,Autre,2 Rue Hansen,76000,Rouen,FRA,1.06285,49.44675,-1
LA PIERRE LIQUIDE,,Client / Chantier,Client,LIEU DIT LA BOISSIERE,27510,MEZIERES EN VEXIN,FRA,0.0,0.0,220
LAPORTE,,Client / Chantier,Client,18 RUE DE BAILLY,76190,YVETOT,FRA,0.7531,49.6122,220
LA POSTE,,Client / Chantier,Client,4 RUE AUCRAIS,14450,SOLIERS,FRA,0.0,0.0,220
LA POSTE,,Client / Chantier,Client,CHEMIN COMMUNAL N°3,76440,FORGES LES EAUX,FRA,0.0,0.0,220
LA POSTE,,Client / Chantier,Client,157 ROUTE DE PARIS,76920,AMFREVILLE LA MI VOIE,FRA,1.1192,49.4138,220
LA POSTE,,Client / Chantier,Client,PLACE GOSNON VERGER,50260,BRICQUEBEC,FRA,0.0,0.0,220
LA POSTE,,Client / Chantier,Client,RUE ALBERT GLATIGNY,76000,ROUEN,FRA,1.0864,49.4339,220
LA POSTE,,Client / Chantier,Client,25 RUE DU DOCTEUR OURSEL,27000,EVREUX,FRA,1.147,49.026,220
LA POSTE,,Client / Chantier,Client,31 RUE DU CAPUCHET,76600,LE HAVRE,FRA,0.1003,49.5232,220
LA POSTE,,Client / Chantier,Client,6 BOULEVARD DE LA MARNE,76000,ROUEN,FRA,1.0941,49.4473,220
LA POSTE,,Client / Chantier,Client,RUE GEORGES VALLEE,61100,FLERS,FRA,-0.5467,48.7463,220
LA POSTE,,Client / Chantier,Client,RUE DU MADRILLET,76800,SAINT ETIENNE DU ROUVRAY,FRA,1.0738,49.3961,220
LA POSTE,,Client / Chantier,Client,RUE NIEPCE,14120,MONDEVILLE,FRA,-0.3051,49.1575,220
LA POSTE,,Client / Chantier,Client,RUE DE LA FOSSETTE,14440,DOUVRES LA DELIVRANDE,FRA,-0.3748,49.2897,220
LA POSTE,,Client / Chantier,Client,14 RUE DE LA CORDERIE,76190,YVETOT,FRA,0.7408,49.6222,220
LA POSTE,,Client / Chantier,Client,2 ALLEE POSTE,50700,VALOGNES,FRA,0.0,0.0,220
LA POSTE,,Client / Chantier,Client,RUE DE LA VALLEE -,61110,DORCEAU,FRA,0.0,0.0,220
LA POSTE,,Client / Chantier,Client,RUE GUILLAUME MICHEL,50180,AGNEAUX,FRA,-1.1013,49.1216,220
LA POSTE,,Client / Chantier,Client,RUE FRANCOIS ARAGO,61000,ALENCON,FRA,0.0948,48.4474,220
LA POSTE,,Client / Chantier,Client,AVENUE ISAAC NEWTON,76800,SAINT-ÉTIENNE-DU-ROUVRAY,FRA,1.08361,49.38622,-1
LA POSTE CC,,Client / Chantier,Client,2 RUE DE LA POSTE,76460,SAINT VALERY EN CAUX,FRA,0.0,0.0,220
LA POSTE CDIS,,Client / Chantier,Client,RUE DE L EUROPE,76510,SAINT NICOLAS D ALIERMONT,FRA,0.0,0.0,220
LA POSTE CDIS,,Client / Chantier,Client,IMPASSE DES MESSAGERS,27500,PONT AUDEMER,FRA,0.0,0.0,220
LA POSTE CDIS,,Client / Chantier,Client,PARC ARTISANAL DU MANOIR,76170,LILLEBONNE,FRA,0.5363,49.5095,220
LA POSTE COUTANCES -CDIS,,Client / Chantier,Client,37 RUE DU CLOS MORETTE,50207,COUTANCES,FRA,0.0,0.0,220
La Poste - St Lo,,Client / Chantier,Client,QUAI AVOYNE,50000,SAINT LO,FRA,-1.0995,49.1193,220
LA PRESSE HAVRAISE,,Client / Chantier,Client,25 RUE JULES SIEGFRIED,76600,LE HAVRE,FRA,0.1109,49.4922,220
LA RENAISSANCE SANITAIRE,,Client / Chantier,Client,HOPITAL LA MUSSE,27180,SAINT SEBASTIEN DE MORSENT,FRA,0.0,0.0,220
LARGER,,Client / Chantier,Client,Z I  SECTEUR F,27600,GAILLON,FRA,0.0,0.0,220
LARIVIERE,,Client / Chantier,Client,Z I  VOIE F,76370,ROUXMESNIL BOUTEILLES,FRA,1.1186,49.8985,220
LARIVIERE,,Client / Chantier,Client,AVENUE DU DUE,76320,SAINT PIERRE LES ELBEUF,FRA,1.0377,49.2867,220
LARIVIERE,,Client / Chantier,Client,RUE PASTEUR,50200,COUTANCES,FRA,-1.4237,49.0664,220
LARIVIERE,,Client / Chantier,Client,RUE LAZARE CARNOT,61000,ALENCON,FRA,0.0932,48.4463,220
LARIVIERE,,Client / Chantier,Client,RUE DU CHÂTEAU D'EAU,50470,LA GLACERIEFRANCE(À 0.05 KM),FRA,-1.5958,49.6016,220
LARIVIERE,,Client / Chantier,Client,RUE PAUL GIROD,61250,DAMIGNY,FRA,0.083,48.4487,220
LARIVIERE,,Client / Chantier,Client,ROUTE DE LYONS LA FORET,76160,SAINT LEGER DU BOURG DENIS,FRA,1.1463,49.4353,220
LARIVIERE,,Client / Chantier,Client,6 Rue Antoine-Laurent de Lavoisier,76300,Sotteville-lès-Rouen,FRA,1.11524,49.40454,0
LARIVIERE COVERPROS SOTTEVILLE,,Client / Chantier,Client,6 Rue Antoine Laurent de Lavoisier,76300,Sotteville-lès-Rouen,FRA,1.11499,49.40439,-1
LARIVIERE - La Glacerie,,Client / Chantier,Client,,,,FRA,0.0,0.0,220
LARIVIERE SICOMA,,Client / Chantier,Client,RUE DU LUXEMBOURG,27000,EVREUX,FRA,1.1855,49.0311,220
Lascaux,,Client / Chantier,Client,RUE DU BOIS SAINT-PAUL,27600,SAINT-AUBIN-SUR-GAILLON,FRA,1.30896,49.14267,-1
